-0.0767915,0.153789,-0.447136,0.690407,0.749549,0.375829,0.578739,1.12988,-0.0118832,0.123704,-0.173271,0.172543
0.370025,0.262825,0.248657,0.190289,0.510129,0.42769,1.59245,1.10998,0.136636,0.0716797,0.0819628,0.0224137
0.2558,0.343379,-0.00458492,1.41365,-0.143173,0.432155,0.998366,0.579958,0.377134,0.0431133,0.257142,0.09336
-0.211495,0.495895,0.484885,0.17713,0.0462217,-0.29264,0.622805,-0.134708,0.860961,-0.159262,0.183465,0.0271613
0.481131,0.12964,-0.684653,1.19355,-0.285031,-0.207732,0.976747,-0.11102,0.61574,0.0343894,0.0159424,0.127962
0.287496,-0.282117,0.798975,-0.119485,0.548796,0.414749,0.488134,0.647405,0.417961,-0.171827,0.411212,0.0744226
0.538046,0.403469,0.00989833,0.68491,0.654116,0.483698,0.172447,0.105493,0.825446,0.25164,0.207636,0.0531817
0.731022,0.199147,0.172658,-0.0530119,1.54954,0.932102,0.212584,0.65906,0.215224,0.309295,0.098713,0.0958764
0.124954,0.2291,0.667047,0.715067,-0.153009,1.03601,0.29157,0.457309,-0.168195,-0.00623408,0.202479,0.0645315
0.0959335,0.1662,0.110459,0.950505,0.271546,0.123318,1.08207,0.670808,0.115813,0.195512,0.0917274,0.0421006
0.511909,-0.131,0.521728,0.681433,-0.261118,0.952587,0.808852,0.73865,0.0307459,-0.193208,0.29847,0.0447734
0.135386,0.490144,0.0635862,0.498091,0.472272,-0.0933785,1.37761,-0.346472,-0.130187,-0.337977,0.238163,0.0836031
0.0968266,-0.104554,0.917582,0.177706,-0.195265,0.240381,1.05574,-0.0822603,0.0247517,0.328745,-0.00572682,-0.0277446
0.262894,0.0129065,-0.219733,0.357216,0.931101,1.21662,0.680976,-0.0138827,0.96794,0.159838,0.0400795,0.0241098
0.178167,0.226485,0.402706,-0.269302,0.956849,0.458629,0.486502,0.72387,0.208378,-0.291168,0.342857,0.0226452
0.311827,0.21263,-0.0778609,0.336822,1.42138,-0.139042,0.28996,-0.0117416,0.606988,0.192284,0.241316,0.165662
0.168873,0.154666,0.187074,-0.139455,0.563679,1.25736,-0.208124,0.609405,-0.198535,0.347168,0.463278,0.0383146
-0.107722,0.344988,-0.323384,0.774856,0.781015,0.564334,0.625683,1.27325,0.0833229,-0.268506,-0.147699,0.191484
0.287899,0.347237,0.135197,0.345066,0.666678,0.34232,1.58493,1.05962,0.256753,0.0661155,0.0891053,0.0194316
0.250022,0.220352,0.069186,1.60615,-0.214845,0.836585,0.92621,0.666429,0.345632,-0.118492,0.284614,0.0822471
-0.206972,0.665061,0.282107,0.106014,0.000489647,-0.0601999,0.580305,0.0625056,0.685831,-0.207801,0.255294,0.0093911
0.424777,0.0658276,-0.309529,0.898271,-0.132825,0.153925,0.678179,-0.0219467,0.360383,0.233555,0.0762818,0.0598405
0.680726,-0.00342274,0.37338,0.0438047,0.0903734,0.320869,0.138767,-0.448912,0.619645,0.449987,0.0796953,0.143548
1.13517,0.921055,0.223274,-0.441051,-0.44204,-0.897256,-0.0668565,-0.939926,-0.100788,-0.133437,0.0465403,0.211848
0.973459,0.351226,1.20692,0.589787,-0.349845,-0.714142,-0.3825,-0.247255,-0.211659,-0.114319,-0.0402,0.0123651
0.0518341,-0.849427,1.81033,0.407317,-0.218028,0.142372,1.71698,0.699387,0.270631,0.163877,0.665354,0.0243029
-0.408229,-0.628274,0.564108,0.721055,0.50375,0.232142,1.33986,1.23563,0.381422,0.0698378,0.676182,0.0211936
-0.308034,-0.52706,1.32643,0.850658,0.103138,1.33136,0.988448,-0.906157,0.499485,0.757014,0.372185,0.0828643
-0.75125,-0.441517,1.42133,-0.232867,0.545549,1.30127,1.73158,0.135301,0.39517,0.546225,0.265327,0.0667078
-0.399259,0.0643585,1.69087,0.503986,0.358546,0.606516,1.79894,-0.370715,0.766784,0.61293,-0.0166286,0.0725957
1.57913,1.01077,0.429306,0.970335,0.104386,0.291106,0.141935,-0.499262,-0.00213856,0.42478,0.0804994,0.183107
1.47805,0.576586,0.314201,0.605183,-0.871092,0.402521,-0.409925,0.358306,0.0893366,0.0412612,0.158594,0.343262
1.64378,0.752335,0.485698,0.423471,0.391783,-0.359737,-0.909875,-0.293162,0.311738,0.282951,0.356994,0.210841
1.70356,0.659154,0.77002,-0.652545,0.13066,0.823341,0.671932,0.342232,-0.227259,-0.146965,0.154365,0.093551
1.05144,0.93197,0.719102,0.168222,-0.791997,-0.215403,-0.00165493,-0.37062,0.181608,0.326499,0.60466,0.15375
0.377105,0.226849,1.0283,1.4225,-0.544192,0.336429,-0.111885,-0.20512,-0.434986,-0.163338,0.276736,0.0762023
2.03507,1.54485,1.08289,0.662047,0.54727,-0.0108131,0.53552,0.702612,0.23173,-0.567502,-0.233291,0.113771
2.19404,1.43673,1.21455,0.991848,0.728366,-0.152476,0.682113,-0.329586,-0.059433,0.358147,0.00345701,-0.0217353
2.24256,1.55217,1.21402,0.987347,0.765138,0.599254,0.490378,0.424937,0.314777,0.236873,0.128357,-0.063181
2.32169,1.64681,1.32932,0.861713,0.891,0.715508,0.603344,0.215511,0.327468,0.23207,0.130457,-0.0370861
2.30186,1.55392,1.2957,1.04122,0.828244,0.679955,0.539812,0.393783,0.232492,0.199052,0.120887,-0.0552237
1.94442,1.87272,0.614468,0.820049,0.948455,0.304121,0.647025,0.0674197,0.125651,0.109407,0.0294455,-0.108074
1.29217,1.32638,1.23174,0.83509,0.853751,-0.0228068,-0.70913,0.228249,-0.307407,0.00376648,-0.0981089,-0.133336
0.991726,1.01457,1.38112,0.850733,0.922301,0.260753,0.464469,-0.609994,-0.12946,-0.22515,-0.124693,-0.0950752
0.713005,1.33554,0.402687,0.81606,0.933225,0.857907,-0.744686,-0.650435,-0.606101,-0.165595,-0.0905321,-0.0752225
0.423882,0.0496628,0.350075,-0.0169147,0.494269,0.0864761,0.84619,0.0725048,-0.103821,-0.374965,0.140335,0.0181497
0.181983,0.25073,1.28564,-0.0337939,0.24498,-0.191822,0.876456,-0.506395,0.390727,0.271791,0.131217,0.00374343
0.236066,0.119277,-0.340863,0.449711,1.0049,0.407468,0.907612,0.0176338,0.966621,0.128049,0.144969,0.0521408
