Filename,SegmentIndex,Feature1,Feature2,Feature3,Feature4,Feature5,Feature6,Feature7,Feature8,Feature9,Feature10,Feature11,Feature12
210101070_E_0_1.txt,62,0.165644,-0.207807,-0.00922674,0.567539,0.303441,0.304498,0.7368,-0.289758,0.790033,0.430129,0.134119,0.0689268
210101070_E_0_1.txt,63,0.448563,0.178938,1.15514,-0.152524,0.148562,-0.042903,0.704594,-0.660311,0.176554,0.285181,0.189734,0.138425
210101070_E_0_1.txt,64,0.179108,-0.269227,0.0808999,0.176039,0.95457,0.506768,-0.000936428,0.341433,0.480862,0.0631559,0.593363,0.107003
210101070_E_0_1.txt,65,0.0567513,0.504059,0.0183165,0.395364,0.83562,0.331403,0.714815,0.257976,-0.282221,0.128043,0.0895092,0.0776774
210101070_E_0_1.txt,66,-0.059547,0.0528338,0.152768,-0.0358231,0.32827,-0.0592022,0.0640786,0.0216577,-0.148724,0.726,-0.311287,0.103685
210101070_E_0_1.txt,67,0.610303,-0.181161,-0.0242514,-0.0189399,0.470712,0.319741,-0.32084,0.561141,0.745821,0.0220433,0.270215,-0.0289465
210101070_E_0_1.txt,68,0.280256,0.191093,0.0603334,0.532853,0.856432,0.368775,0.274151,0.290416,0.491094,-0.214823,0.596862,-0.0207008
210101070_E_0_1.txt,69,0.0907656,0.641729,0.757729,0.300491,-0.217621,0.459281,-0.14075,0.467515,0.0687174,0.162825,0.111684,0.0615088
210101070_E_0_1.txt,70,0.0760242,0.38773,0.427705,0.690341,-0.0429903,-0.732832,-0.582096,-0.398411,0.414969,0.512775,0.0897297,-0.0966281
210101070_E_0_1.txt,71,0.0713682,0.111114,0.330924,1.02133,-0.00671174,-0.0114181,0.730059,0.793385,-0.164257,0.370162,-0.029551,-0.020364
210101070_E_0_1.txt,72,0.257714,0.031447,1.0926,0.447209,-0.375888,0.265998,0.812105,0.14684,0.27304,0.262162,0.417207,-0.041852
210101070_E_0_1.txt,73,0.203642,0.615907,0.0770225,-0.675644,-0.378609,1.06734,0.0778038,0.177141,0.100779,0.2396,0.0651092,-0.039202
210101070_E_0_1.txt,74,0.309668,0.298024,0.0291083,0.0532205,0.698393,0.877685,-0.649308,0.356221,-0.0375253,0.519533,-0.0704191,0.0594632
210101070_E_0_1.txt,75,0.118173,0.00892668,-0.403023,-0.0276603,-0.169097,-0.0197522,0.252844,0.519859,0.314144,-0.0572534,0.106019,0.0888576
210101070_E_0_1.txt,76,0.296033,0.209417,-0.184735,-0.502545,0.458359,-0.245175,0.083835,0.151,-0.146021,0.230865,0.0961411,-0.0794441
210101070_E_0_1.txt,77,0.0213669,0.697151,0.434483,0.35177,0.10307,1.55803,-1.0732,0.202205,0.279864,0.461834,0.334147,0.0527109
210101070_E_0_1.txt,78,-0.0289544,0.0162472,-0.118282,0.812316,-1.27906,0.0967991,0.210401,-0.489479,0.635967,0.431498,0.205758,-0.01351
210101070_E_0_10.txt,0,8.41464,1.5391,0.642563,4.00515,1.79603,-0.764713,-0.588886,-1.36315,-0.973544,-0.631746,-0.14776,-0.0607093
210101070_E_0_10.txt,1,6.30465,2.75247,1.42331,3.10824,2.44853,-0.233455,-1.52958,-1.18529,-0.425231,-0.660429,-0.334623,-0.0763714
210101070_E_0_10.txt,2,6.50864,3.16538,1.31544,2.82619,2.92461,0.613869,-0.931547,-0.941595,-0.65697,-0.55446,-0.305886,-0.0987714
210101070_E_0_10.txt,3,7.44282,2.6119,-0.159201,2.04951,3.27476,1.60794,-0.162617,-0.5485,0.168027,-0.289958,-0.343201,-0.113016
210101070_E_0_10.txt,4,7.34838,3.12676,-0.0284328,1.88405,3.61077,1.70638,-0.426709,-0.415627,0.0431191,-0.223855,-0.278774,-0.0882488
210101070_E_0_10.txt,5,7.31152,3.4725,-0.00821622,1.10737,2.34768,0.347465,-1.55517,-0.775477,-0.0725504,-0.172911,-0.2217,-0.072225
210101070_E_0_10.txt,6,6.24601,3.6296,0.671193,1.23764,2.61053,1.3331,-0.882748,-1.01847,-0.361193,-0.49229,0.0668125,0.0265646
210101070_E_0_10.txt,7,6.58492,3.79284,0.919826,1.72915,4.11768,1.70893,-0.871606,-0.519579,0.216163,0.0837603,-0.0625479,-0.138186
210101070_E_0_10.txt,8,5.2246,4.6579,2.9782,1.84459,1.04301,0.738879,0.470541,-0.137862,-0.739072,-0.129391,-0.0423416,0.0189464
210101070_E_0_10.txt,9,4.89088,4.41079,3.0819,1.95601,0.641451,0.768828,0.329229,-0.367536,-0.703831,-0.327235,-0.0105401,0.00158744
210101070_E_0_10.txt,10,3.91289,4.28961,3.43313,3.04037,1.12836,0.245925,-0.779204,-0.551398,0.510798,0.00962484,-0.128491,0.0180393
210101070_E_0_10.txt,11,3.66299,3.47275,3.23281,2.0585,1.37192,0.639425,0.882739,0.466417,-0.577124,0.09167,-0.0628633,-0.0325325
210101070_E_0_10.txt,12,1.94265,2.0928,2.57161,1.00675,0.422655,0.922753,-0.434289,0.765304,-0.64875,-0.060922,-0.3417,-0.0397779
210101070_E_0_10.txt,13,1.37314,2.01733,0.588479,-0.0974596,-0.666667,0.103786,0.136794,0.682672,0.183448,-0.1187,-0.072564,-0.157442
210101070_E_0_10.txt,14,1.16166,1.27265,1.0747,0.563149,-0.770497,0.374602,0.798238,0.00129705,0.344006,0.210779,-0.00447676,-0.0504131
210101070_E_0_10.txt,15,0.0759868,1.11579,0.284777,0.122426,0.730625,0.920636,0.169341,0.592588,0.495993,0.473946,0.389377,0.0736827
210101070_E_0_10.txt,16,0.1897,0.79922,0.312943,0.69742,0.444987,0.499219,0.222453,0.468887,1.65313,0.373067,0.240559,0.00351822
210101070_E_0_10.txt,17,0.225773,0.0727718,-0.0432418,0.845416,0.878697,0.473982,1.18149,-0.208343,0.86459,0.791308,0.157592,0.105363
210101070_E_0_10.txt,18,0.412856,0.290718,1.18169,-0.198052,0.283675,0.275799,0.943901,-0.502877,0.949585,0.828003,0.285222,0.0894455
210101070_E_0_10.txt,19,0.204541,0.235311,0.508222,0.334037,0.823536,0.87792,1.02667,0.789374,0.309719,-0.142549,0.316593,0.195185
210101070_E_0_10.txt,20,-0.0935704,0.328036,0.564492,0.532705,0.378102,1.16095,0.677322,0.658316,0.0817023,0.486952,0.145763,0.208577
210101070_E_0_10.txt,21,0.114823,0.689491,0.552131,0.000410056,0.640196,0.367094,0.481568,1.18697,0.251315,0.34853,0.176389,0.1445
210101070_E_0_10.txt,22,0.182252,-0.160866,0.393208,0.590925,0.67294,0.500049,0.79306,0.882441,0.934019,0.276857,0.347073,0.058107
210101070_E_0_10.txt,23,0.482815,0.484306,-0.249856,0.84643,0.861518,0.682703,0.823378,0.80411,0.271184,0.485891,0.434082,0.0473225
210101070_E_0_10.txt,24,0.0791218,0.265184,0.424656,0.0999454,1.25814,0.704841,0.287335,0.929947,-0.144293,0.253674,0.567043,0.0893275
210101070_E_0_10.txt,25,0.293399,0.545571,0.607211,1.66098,0.878256,-0.216037,0.373516,0.0186514,0.502993,0.98413,0.0314764,0.0464729
210101070_E_0_10.txt,26,0.0413663,-0.0176064,0.786443,0.987784,0.227705,0.748675,1.68677,1.15604,-0.0480076,0.224528,0.206517,0.10988
210101070_E_0_10.txt,27,0.14719,0.296603,1.35988,0.736059,0.624556,0.811543,0.784773,-0.238837,0.260895,0.33992,0.428218,0.0473651
210101070_E_0_10.txt,28,0.438684,0.441268,0.601064,-0.0168679,0.0339931,-0.147935,1.13353,1.22017,-0.104398,1.10574,0.296801,0.0563921
210101070_E_0_10.txt,29,0.283427,0.497748,0.547416,0.0573613,0.951875,0.880808,-0.616817,0.885589,0.282233,0.579417,0.17235,0.158304
210101070_E_0_10.txt,30,0.0881219,0.825354,0.200874,0.522815,-0.354073,0.860508,1.00892,0.507822,0.0710968,0.205101,0.268147,0.205414
210101070_E_0_10.txt,31,0.259098,0.332596,0.335089,0.407118,0.057047,0.95363,0.925034,0.3812,0.45993,0.476682,0.249903,0.0794013
210101070_E_0_10.txt,32,0.0307391,1.07216,0.291841,0.107248,0.913195,1.17991,-0.235599,0.510573,0.527186,0.474486,0.432015,0.0782403
210101070_E_0_10.txt,33,0.201233,0.680539,0.262401,0.831968,0.181168,0.498118,0.370457,0.400153,1.56643,0.399149,0.260568,0.00730441
210101070_E_0_10.txt,34,0.229768,-0.0472091,-0.118287,0.887803,0.80994,0.567861,1.22581,-0.23989,0.896317,0.742535,0.150077,0.106709
210101070_E_0_10.txt,35,0.480105,0.211234,1.30823,-0.255219,0.33452,0.249243,1.01629,-0.505626,0.8176,0.762032,0.252887,0.106974
210101070_E_0_10.txt,36,0.242995,0.0991592,0.413485,0.366755,0.89486,0.906804,0.894197,0.783767,0.327696,-0.136247,0.366066,0.195226
210101070_E_0_10.txt,37,-0.0473447,0.375163,0.476917,0.567629,0.482575,1.0979,0.720939,0.613723,0.0669045,0.435312,0.187494,0.194108
210101070_E_0_10.txt,38,0.308533,0.85633,0.622672,0.0744253,0.605474,0.104115,0.336421,0.933324,0.107714,0.455644,0.0982377,0.144806
210101070_E_0_10.txt,39,5.91037,4.18007,0.587239,-3.21986,-3.3544,-1.87233,-0.890862,-0.35382,-0.21992,-0.335577,-0.18916,-0.0655759
210101070_E_0_10.txt,40,6.63958,5.18697,0.0897671,-2.70999,-3.75975,-1.5797,-0.824646,-0.849282,-0.426033,-0.187065,-0.105591,0.0463409
210101070_E_0_10.txt,41,5.68141,5.02183,1.60084,-2.40268,-2.01009,-1.52268,-2.17108,0.0217487,-0.987069,-0.736082,-0.238115,-0.136546
210101070_E_0_10.txt,42,5.31899,4.23713,1.0655,-1.51885,-2.17539,-1.93341,-0.783993,-0.924741,-1.00463,-0.0169941,-0.137511,0.023335
210101070_E_0_10.txt,43,4.38698,3.21483,0.956708,-1.22372,-2.52538,-0.815027,-0.349978,0.341752,-0.99885,0.148057,-0.0535518,-0.00332968
210101070_E_0_10.txt,44,3.32968,2.34418,0.872056,-1.67824,-0.881407,-0.205673,0.863531,-0.110151,-0.567432,-0.15021,-0.214586,-0.0247722
210101070_E_0_10.txt,45,3.1665,2.66437,0.500835,-0.640692,-0.517633,0.299963,1.10216,0.874731,-0.122946,-0.0124937,-0.166711,-0.0214578
210101070_E_0_10.txt,46,3.52217,3.41396,0.874446,-0.901771,-0.559726,0.495061,0.339087,0.793644,0.187087,0.232727,-0.0255714,0.0216131
210101070_E_0_10.txt,47,3.59215,3.72895,0.99311,-0.416261,-1.33586,-0.0867522,0.719632,0.152851,0.050375,0.156481,0.174485,0.0703627
210101070_E_0_10.txt,48,3.53726,2.68696,0.695595,-1.02734,-0.497876,0.554181,0.916561,-0.571361,-0.029976,0.125797,-0.0575067,0.085733
210101070_E_0_10.txt,49,2.22982,3.21089,1.51617,0.0417273,-0.448107,0.13308,-0.659838,0.617577,-0.0524189,-0.0123583,0.278892,0.0335813
210101070_E_0_10.txt,50,2.0205,2.75605,2.50245,0.807416,-0.346008,-0.426624,-0.845603,-0.637982,0.230492,0.00361649,-0.068308,0.0706364
210101070_E_0_10.txt,51,2.60682,1.97044,0.806282,-0.520146,-0.717336,0.319146,1.50838,-0.135529,0.317574,-0.154555,-0.227655,-0.0605473
210101070_E_0_10.txt,52,2.12357,1.50508,0.453468,-0.595448,-0.432712,0.275905,0.439688,-0.482433,-0.139621,0.0779174,0.0838528,0.035921
210101070_E_0_10.txt,53,2.32418,1.30333,1.05763,-0.704358,-0.609834,0.750631,0.330956,-0.641895,-0.157788,-0.552987,-0.0991455,-0.0841102
210101070_E_0_10.txt,54,1.85132,2.11907,1.14829,0.254201,0.00132769,0.0850183,-0.876227,-0.563148,-0.0121474,-0.249429,0.0574501,-0.00548095
210101070_E_0_10.txt,55,1.51129,2.02415,1.18247,-0.538193,0.636549,0.0999408,0.865688,1.73281,0.214976,0.0559403,-0.0717798,-0.0020141
210101070_E_0_10.txt,56,2.32967,1.91329,1.46667,0.073247,-0.643947,-0.388345,-0.358566,-0.387345,0.36716,0.0697195,-0.0121147,0.0134241
210101070_E_0_10.txt,57,2.0641,1.71009,0.369128,-0.131396,-0.762118,-0.157883,0.0841216,0.757921,0.338444,-0.5449,0.0660373,-0.102521
210101070_E_0_10.txt,58,1.52036,1.80595,1.50512,0.498926,0.759086,0.096206,0.383995,0.720798,0.107709,-0.129156,0.409197,-0.0655978
210101070_E_0_10.txt,59,1.98721,2.14607,1.62739,1.0318,-0.0510709,0.324574,0.264272,0.554758,0.655994,0.754537,-0.00684531,0.0659451
210101070_E_0_10.txt,60,1.56036,1.71258,1.40508,-0.0356053,-1.59902,-0.458877,0.46908,1.25101,-0.258326,-0.0892558,-0.164489,0.0180281
210101070_E_0_10.txt,61,0.912745,0.747235,1.16134,-0.159118,-0.358214,-0.0945072,0.955118,0.222503,0.573133,0.296958,0.156819,-0.164367
210101070_E_0_10.txt,62,1.3245,1.51095,0.724525,-0.188485,-0.737799,0.125135,0.675492,1.21845,0.0539351,0.646442,-0.0529895,-0.0307768
210101070_E_0_10.txt,63,1.65772,1.77161,1.05367,0.121247,0.258184,-0.129357,-1.18174,0.746695,0.0316985,0.602794,-0.0750502,0.103116
210101070_E_0_10.txt,64,1.86243,1.72596,0.18862,-0.783074,-0.891701,0.670236,1.07815,1.13641,0.221401,0.225015,0.0139302,0.013617
210101070_E_0_10.txt,65,1.36943,1.24769,0.867571,-0.0311675,-0.523754,0.511684,0.757116,0.725303,0.349257,0.172007,-0.144853,-0.0313371
210101070_E_0_10.txt,66,1.75518,2.52969,1.53382,0.912536,0.473712,2.21415,0.846164,0.880979,0.921465,0.427723,0.358213,-0.0475701
210101070_E_0_10.txt,67,1.12925,1.47245,1.19083,0.999269,-0.576786,0.506564,0.771058,-0.23196,0.801942,-0.00488095,-0.0253015,0.000210447
210101070_E_0_10.txt,68,0.83539,0.390261,0.179723,0.848352,0.306025,0.165981,0.853029,-0.544187,0.735248,0.354764,0.103115,0.134776
210101070_E_0_10.txt,69,0.984642,0.845107,2.22113,-1.35618,0.0985669,0.440485,-0.443981,-0.409742,0.445328,-0.0437778,0.199201,0.0129936
210101070_E_0_10.txt,70,0.8946,0.467909,0.847197,0.691301,1.1109,0.656458,0.125593,0.548123,0.196576,-0.163283,0.400831,0.132767
210101070_E_0_10.txt,71,2.82456,3.07315,2.49126,1.22747,0.476929,0.775509,1.11573,0.729472,0.404299,0.554495,0.509245,0.0386682
210101070_E_0_10.txt,72,2.36342,2.61689,2.03272,0.830068,1.12062,0.173817,0.887342,0.660713,0.175329,0.406085,-0.0930643,0.00193452
210101070_E_0_10.txt,73,6.67235,1.26609,-3.10274,-0.857513,2.27348,2.34555,0.59851,0.240845,0.315078,0.304973,0.31696,0.121321
210101070_E_0_10.txt,74,6.54195,-1.31133,-2.11627,4.7521,5.7275,2.36927,1.40326,0.285369,-0.343348,-0.212096,0.230926,0.0907
210101070_E_0_10.txt,75,7.23783,-2.95471,-0.767711,5.85609,5.20888,2.23603,0.729237,0.732352,-0.137184,-0.175297,0.133247,0.041099
210101070_E_0_10.txt,76,4.34511,-2.26663,3.35958,4.03453,4.86841,0.174294,-0.782196,1.31012,0.285525,0.134121,-0.0133548,-0.113722
210101070_E_0_10.txt,77,3.55312,-3.05416,4.15758,4.24547,4.05034,-0.832804,-0.766033,1.55434,0.607188,0.131495,-0.252598,-0.105671
210101070_E_0_10.txt,78,2.02094,-1.61636,3.15946,4.32112,3.93307,-0.646111,-1.21627,1.11298,1.86637,-0.535445,-0.257626,0.0127938
210101070_E_0_11.txt,0,3.75774,3.57474,0.382349,-0.765561,-0.337014,-0.475336,0.41482,0.191481,-0.380307,-0.158804,0.0448404,0.0741163
210101070_E_0_11.txt,1,3.13746,2.6439,0.106549,-0.624227,-1.08975,0.511527,0.684099,-0.991804,0.0983579,-0.0403997,-0.0508244,0.0819651
210101070_E_0_11.txt,2,2.37814,3.1473,1.96575,0.277922,-0.486736,-0.315331,0.161984,-0.0684706,-0.138382,-0.110397,0.255759,-0.00611077
210101070_E_0_11.txt,3,2.32944,2.83805,1.89773,0.201948,-0.363131,-1.02734,-0.831353,-0.379361,0.0834204,-0.0563048,0.0391002,0.0582077
210101070_E_0_11.txt,4,2.70415,2.06486,0.897862,-0.454471,-0.307291,0.757982,1.61404,0.139801,0.307016,-0.144047,-0.336266,-0.0690386
210101070_E_0_11.txt,5,1.85488,1.8254,0.400265,-1.01076,-0.691706,1.03192,0.621609,-0.163506,0.645667,0.0623348,0.109911,0.0176905
210101070_E_0_11.txt,6,1.85666,1.21366,0.621667,-0.811651,-0.470937,-0.18345,-0.102855,-0.662587,-0.499198,-0.201464,-0.0976157,0.00699541
210101070_E_0_11.txt,7,1.78362,2.22157,1.23639,0.237746,-0.305254,-0.0046533,-0.40442,0.0382904,-0.0645191,-0.0623698,-0.0465729,0.0325735
210101070_E_0_11.txt,8,2.15615,1.84158,0.930639,-1.2133,0.0341129,-0.159397,0.813238,0.822151,0.276053,-0.401629,0.270918,0.0113151
210101070_E_0_11.txt,9,2.04083,1.78394,0.806418,-0.450542,-1.09136,-0.603975,0.127144,-0.077827,0.57694,-0.14463,-0.163387,-0.0325859
210101070_E_0_11.txt,10,1.86352,1.82354,0.541623,0.0827278,-0.503372,0.207418,-0.288558,0.446128,0.20542,-0.0208907,-0.134571,-0.0111404
