1.09688,1.88507,2.11818,1.90524,2.37058,2.07386,2.31404,1.77071,1.06379,0.599082,0.316055,0.130961
1.0144,1.74062,2.27761,2.11971,1.96074,2.52637,1.79166,1.82582,1.03534,1.00293,0.0232346,0.173149
1.23428,1.8065,2.14608,1.62964,2.19391,2.35815,1.67269,1.86651,1.35177,0.566634,0.460263,0.0813192
1.29398,1.54503,1.9152,2.50094,2.32339,2.1139,1.86616,1.6536,1.22157,0.590267,0.563647,0.0775681
1.38932,1.99431,1.62797,2.16187,2.35289,2.1793,1.37788,1.7949,0.820211,1.21329,0.41392,0.0750603
1.23019,1.80541,1.85539,1.49925,2.95106,2.16263,1.77865,1.74309,0.808285,0.741106,0.65781,0.0372982
1.24854,1.706,1.62268,2.66944,2.19901,1.65968,2.12292,1.63753,0.925277,1.32418,0.162158,0.11212
1.14238,1.33452,2.25186,2.14087,1.87722,2.10127,2.47548,1.84237,1.00524,0.669903,0.359637,0.101546
1.17787,1.72159,2.11104,1.99741,1.87488,2.88,1.73461,1.0787,1.35746,0.762785,0.46472,0.0775712
1.39177,1.72741,1.79097,2.14803,1.8279,1.60899,2.16355,1.99734,0.684809,1.36254,0.36777,0.0586247
1.28569,1.8459,2.05229,1.86695,2.51813,1.77821,1.39196,1.82237,1.26815,0.917223,0.355596,0.0784277
1.10056,2.15509,1.55181,2.29888,1.94849,2.26458,1.83294,2.05752,0.788905,0.970256,0.311312,0.108054
1.165,1.87168,1.81557,2.60983,1.41663,2.36345,2.23099,1.49333,1.28332,0.908117,0.227108,0.114622
1.13639,2.26497,1.80163,2.07188,1.77375,1.9077,2.07208,1.49084,1.14378,1.08033,0.450937,0.059921
1.10591,2.15412,1.91256,1.84914,2.21435,1.76676,1.24669,1.36938,2.21911,0.807714,0.424758,0.0577493
1.42508,1.91268,1.90629,2.21231,2.39251,1.60788,2.22798,0.948921,1.39316,1.15431,0.366181,0.0861264
1.31694,1.8014,2.42245,1.54904,1.94079,1.80317,1.90695,0.70993,1.82535,1.13427,0.536061,0.0359704
1.15401,1.82466,2.14612,1.90771,2.38775,2.11727,2.29371,1.74425,1.11485,0.518121,0.3385,0.131782
0.976715,1.73141,2.26902,2.17691,1.93832,2.5907,1.83112,1.85263,0.97675,0.958528,0.0631994,0.171604
1.17136,1.86032,2.15087,1.65006,2.14164,2.24813,1.71788,2.00935,1.26024,0.618662,0.412018,0.0857847
1.30953,1.55241,2.00032,2.40769,2.22362,2.02122,1.94053,1.61955,1.29816,0.625266,0.526506,0.078036
1.4317,1.88946,1.43383,2.23913,2.37518,2.14282,1.58164,1.8616,0.735273,1.15838,0.471492,0.0689675
1.18708,1.72957,1.82994,1.57569,3.00622,2.20543,1.80279,1.8141,0.675203,0.709413,0.672046,0.0388221
1.27202,1.74012,1.70123,2.7053,2.21326,1.59241,2.02397,1.50952,0.996436,1.37776,0.153804,0.109142
1.09704,1.29321,2.2604,2.2165,1.87507,2.06061,2.56188,1.9537,0.894307,0.655898,0.349143,0.110169
1.15964,1.63684,2.26576,2.06865,1.95537,2.67773,1.83663,1.02431,1.31659,0.769191,0.497133,0.0691037
1.42987,1.75283,1.89559,2.02492,1.78518,1.38482,2.26253,2.08904,0.623242,1.40047,0.402732,0.0506104
1.27933,1.88238,2.10674,1.81345,2.47493,2.02034,1.29327,1.82613,1.20799,0.95154,0.327878,0.0871348
1.07659,2.19547,1.63415,2.3248,1.79985,2.37693,2.0043,1.96042,0.778838,0.893315,0.316503,0.114036
1.17457,1.7713,1.81577,2.49589,1.43734,2.41389,2.23546,1.45102,1.28018,0.904718,0.258949,0.100372
1.09576,2.32515,1.78073,1.91365,1.98129,2.01721,1.90054,1.56657,1.15712,1.00749,0.465593,0.0601231
1.11417,2.1351,1.84991,1.92777,2.11466,1.81808,1.25799,1.36881,2.23616,0.797029,0.430064,0.0533042
1.41021,1.82247,1.81606,2.2596,2.38229,1.67958,2.28196,0.899816,1.45416,1.15287,0.338089,0.0846623
1.77947,1.48545,1.32465,-0.278695,1.83774,0.650453,2.05445,-0.179683,0.316949,0.107606,0.472854,0.102954
1.84183,0.708563,1.01966,-0.11872,1.295,-0.164766,0.889883,-0.275669,0.625127,-0.66612,0.341169,0.269799
1.85431,0.315196,0.618122,-0.723421,1.0466,-0.247614,0.916752,-0.0733319,0.607913,0.258004,0.226019,0.26681
0.681463,0.306798,1.61677,-2.01368,2.65603,0.39582,1.14347,0.812582,0.113846,0.608129,0.390489,0.098115
0.356037,-0.360136,1.80263,-1.24742,3.04166,0.318155,1.42926,0.715491,0.14217,0.701487,0.42459,0.0408047
1.79553,1.14715,1.29931,0.155267,1.26928,0.258825,1.06817,-1.21579,0.195997,0.192597,0.443261,0.192255
0.991655,1.46929,2.0786,0.715933,2.01787,0.193975,1.87311,0.216066,0.598312,0.567123,0.593229,0.00460161
1.24941,1.71485,1.42252,1.40296,2.22868,0.75777,1.78833,0.948774,1.03891,0.362868,0.484656,0.0321935
1.76604,1.33013,0.963581,1.30029,1.59239,2.05503,2.85618,0.644941,0.737308,0.63969,0.432496,0.042051
1.47587,1.45926,1.45027,1.95651,2.51384,1.47023,2.616,0.670645,0.974509,0.349625,0.768091,0.0384429
1.82939,1.65708,1.68162,2.52385,2.0281,1.41822,1.65169,0.764626,0.588888,0.385421,0.327249,0.0889943
1.43167,1.54624,1.77822,1.63794,2.35304,2.36348,2.11136,0.80327,1.25848,0.17915,0.725688,0.0545631
